49.011213,8.422885,112.834923,3.514768,-1.221910
49.011210,8.422887,112.846901,3.488639,-1.206077
49.011207,8.422888,112.865540,3.468542,-1.193624
49.011205,8.422889,112.890846,3.408435,-1.181179
49.011202,8.422890,112.913994,3.345644,-1.167221
49.011199,8.422892,112.928978,3.306475,-1.154700
49.011197,8.422893,112.933807,3.280519,-1.142172
49.011194,8.422895,112.931915,3.231727,-1.128796
49.011192,8.422897,112.941635,3.207549,-1.117207
49.011190,8.422898,112.950562,3.188765,-1.105753
49.011187,8.422900,112.954338,3.167309,-1.093235
49.011185,8.422902,112.952438,3.161981,-1.081312
49.011182,8.422903,112.957474,3.149183,-1.070120
49.011179,8.422905,112.979141,3.121148,-1.057749
49.011177,8.422907,112.996910,3.091491,-1.045907
49.011175,8.422909,113.020172,3.072515,-1.034203
49.011172,8.422911,113.041649,3.090678,-1.022435
49.011169,8.422913,113.060211,3.068091,-1.011736
49.011167,8.422915,113.073494,3.075031,-1.000699
49.011165,8.422917,113.090202,3.101366,-0.989086
49.011162,8.422919,113.101883,3.137707,-0.975866
49.011160,8.422922,113.105782,3.176739,-0.964114
49.011157,8.422924,113.114723,3.209651,-0.951016
49.011155,8.422927,113.140289,3.218529,-0.939091
49.011152,8.422929,113.159698,3.218504,-0.927382
49.011150,8.422932,113.174843,3.206840,-0.916398
49.011147,8.422935,113.203453,3.212886,-0.902506
49.011145,8.422937,113.228981,3.205991,-0.890655
49.011143,8.422940,113.240875,3.196513,-0.879629
49.011140,8.422943,113.250748,3.206204,-0.866497
49.011138,8.422946,113.250511,3.236271,-0.854687
49.011136,8.422949,113.253204,3.275192,-0.841585
49.011133,8.422952,113.257019,3.320788,-0.829008
49.011131,8.422955,113.255783,3.393100,-0.816029
49.011129,8.422958,113.260567,3.477114,-0.803656
49.011126,8.422962,113.264030,3.569104,-0.789721
49.011124,8.422965,113.267136,3.645713,-0.775460
49.011121,8.422969,113.258949,3.722997,-0.761505
49.011119,8.422973,113.238861,3.818167,-0.745723
49.011116,8.422977,113.225533,3.911249,-0.731111
49.011114,8.422981,113.211487,4.007874,-0.715200
49.011111,8.422985,113.196678,4.110519,-0.696544
49.011108,8.422989,113.177895,4.193473,-0.679832
49.011106,8.422994,113.164841,4.268109,-0.662558
49.011104,8.422999,113.159081,4.340250,-0.642308
49.011101,8.423004,113.113037,4.387423,-0.623592
49.011099,8.423008,113.073586,4.409390,-0.604633
49.011097,8.423014,113.038620,4.409500,-0.583763
49.011095,8.423019,113.016273,4.402470,-0.565345
49.011093,8.423023,112.991432,4.388564,-0.547325
49.011091,8.423029,112.974030,4.371996,-0.527636
49.011089,8.423034,112.953911,4.346410,-0.510637
49.011088,8.423039,112.939819,4.314276,-0.494479
49.011086,8.423044,112.935120,4.281884,-0.476730
49.011085,8.423050,112.939285,4.251806,-0.461319
49.011083,8.423055,112.921783,4.213206,-0.446360
49.011082,8.423060,112.901390,4.174117,-0.430807
49.011081,8.423065,112.887283,4.141479,-0.419114
49.011080,8.423070,112.872704,4.108642,-0.408703
49.011079,8.423075,112.862114,4.071973,-0.399530
49.011078,8.423081,112.848343,4.033982,-0.391049
49.011077,8.423086,112.838135,4.002860,-0.385045
49.011076,8.423091,112.829506,3.973025,-0.380640
49.011075,8.423096,112.819260,3.939131,-0.377689
49.011073,8.423101,112.810226,3.911314,-0.376860
49.011072,8.423106,112.800758,3.886390,-0.377664
49.011071,8.423111,112.793015,3.866690,-0.380478
49.011071,8.423116,112.792160,3.897898,-0.385346
49.011070,8.423121,112.790619,3.953433,-0.392293
49.011069,8.423126,112.790512,4.005097,-0.401769
49.011068,8.423132,112.790520,4.036066,-0.411602
49.011066,8.423137,112.792603,4.046648,-0.424612
49.011066,8.423142,112.796783,4.039253,-0.438631
49.011064,8.423147,112.802345,4.024159,-0.453954
49.011063,8.423152,112.805176,4.006690,-0.471957
49.011062,8.423157,112.803558,3.993327,-0.490288
49.011061,8.423162,112.802780,3.979907,-0.510446
49.011059,8.423167,112.800018,3.950345,-0.533485
49.011058,8.423172,112.799026,3.929726,-0.554507
49.011056,8.423176,112.797714,3.908986,-0.575962
49.011054,8.423181,112.798210,3.899331,-0.600560
49.011053,8.423185,112.800369,3.922227,-0.624093
49.011051,8.423190,112.802322,3.965926,-0.647902
49.011049,8.423195,112.805481,4.013026,-0.675014
49.011047,8.423199,112.807281,4.052511,-0.699933
49.011045,8.423203,112.810173,4.091303,-0.725046
49.011042,8.423208,112.813225,4.130316,-0.752735
49.011040,8.423212,112.817497,4.165024,-0.777818
49.011037,8.423216,112.819473,4.201261,-0.802802
49.011035,8.423220,112.820389,4.242728,-0.829593
49.011032,8.423224,112.818733,4.287553,-0.853594
49.011029,8.423228,112.813599,4.338342,-0.878058
49.011026,8.423232,112.806747,4.395919,-0.904626
49.011023,8.423236,112.804047,4.452098,-0.928055
49.011019,8.423239,112.803047,4.508391,-0.951698
49.011016,8.423243,112.796997,4.563704,-0.978001
49.011012,8.423246,112.783669,4.615904,-1.002654
49.011009,8.423250,112.770340,4.668104,-1.027307
49.011005,8.423253,112.759285,4.727113,-1.052179
49.011001,8.423257,112.749245,4.800233,-1.079611
49.010998,8.423260,112.747398,4.875972,-1.105101
49.010993,8.423263,112.744400,4.958538,-1.132417
49.010989,8.423266,112.742027,5.037543,-1.156075
49.010985,8.423269,112.737106,5.111646,-1.179558
49.010980,8.423272,112.728951,5.192902,-1.205244
49.010976,8.423274,112.718460,5.274769,-1.229184
49.010971,8.423277,112.704002,5.359544,-1.253075
49.010966,8.423279,112.687477,5.448864,-1.278301
49.010961,8.423281,112.674934,5.528958,-1.300219
49.010956,8.423283,112.665421,5.605072,-1.321798
49.010952,8.423285,112.657761,5.669661,-1.343534
49.010946,8.423287,112.650604,5.713803,-1.367142
49.010941,8.423289,112.643990,5.729720,-1.388089
49.010936,8.423290,112.636726,5.732168,-1.410247
49.010931,8.423292,112.629547,5.726678,-1.429041
49.010926,8.423293,112.623276,5.720538,-1.446841
49.010921,8.423294,112.616508,5.713032,-1.464691
49.010916,8.423294,112.610359,5.702654,-1.484710
49.010911,8.423295,112.605492,5.692296,-1.502521
49.010906,8.423296,112.602333,5.684334,-1.520334
49.010900,8.423296,112.602730,5.677859,-1.540150
49.010895,8.423296,112.607712,5.674982,-1.558122
49.010891,8.423296,112.610237,5.675247,-1.576046
49.010885,8.423296,112.613838,5.673378,-1.595686
49.010880,8.423296,112.615372,5.673565,-1.613546
49.010875,8.423296,112.618317,5.677932,-1.631149
49.010870,8.423295,112.619881,5.692291,-1.649287
49.010865,8.423295,112.619514,5.709922,-1.664354
49.010860,8.423294,112.621315,5.726687,-1.675322
49.010854,8.423293,112.618790,5.745653,-1.683602
49.010849,8.423292,112.625290,5.766828,-1.688818
49.010844,8.423291,112.625832,5.788835,-1.691559
49.010839,8.423290,112.625389,5.811829,-1.691280
49.010833,8.423289,112.627213,5.843463,-1.688388
49.010828,8.423288,112.627907,5.876369,-1.682599
49.010823,8.423287,112.630272,5.909612,-1.674381
49.010817,8.423286,112.629364,5.938644,-1.663095
49.010812,8.423285,112.630150,5.963536,-1.650561
49.010807,8.423284,112.623024,5.985877,-1.636471
49.010801,8.423284,112.612724,6.018477,-1.621371
49.010796,8.423284,112.602409,6.048445,-1.606702
49.010791,8.423283,112.594299,6.083398,-1.591756
49.010785,8.423283,112.586090,6.121271,-1.576350
49.010779,8.423283,112.576073,6.154941,-1.562530
49.010774,8.423284,112.569870,6.191654,-1.548224
49.010768,8.423284,112.564278,6.231889,-1.534823
49.010762,8.423284,112.559029,6.273953,-1.520775
49.010756,8.423285,112.552254,6.312961,-1.507877
49.010750,8.423285,112.544113,6.350432,-1.495030
49.010744,8.423286,112.528801,6.375924,-1.484225
49.010739,8.423287,112.512283,6.402436,-1.473872
49.010733,8.423288,112.492241,6.425754,-1.464736
49.010726,8.423289,112.472580,6.445164,-1.456015
49.010721,8.423290,112.460381,6.458642,-1.448853
